時間戳記,分析對象,您/對方的星座,耐性,脾氣暴躁,幼稚,頑固,心思細膩,保守,冷靜,樂觀,活潑,公正,優柔寡斷,強勢,浪漫,過度理想化,斤斤計較,心機重,完美主義,愛計仇,與眾不同,愛面子,有魅力,正義感,重視友情,專情,愛哭,顧家,體貼,情緒化,口才,創意,對表單有什麼建議或想法嗎？,潔癖
2017/12/29 下午 4:55:13,我本人,獅子座,2,4,2,3,4,4,4,4,3,5,4,5,2,4,1,2,2,2,4,5,5,5,3,3,2,4,3,4,4,4,還不錯👍,4
2017/12/29 下午 4:55:27,我本人,牡羊座,4,3,4,3,5,3,3,3,2,4,4,3,3,2,3,1,5,4,3,4,3,3,5,5,5,4,5,4,5,5,,3
2017/12/29 下午 4:55:43,我本人,處女座,2,3,1,2,5,3,4,2,3,5,2,4,3,3,3,3,5,5,4,4,4,4,5,5,3,4,4,3,5,4,,4
2017/12/29 下午 4:55:50,我本人,雙魚座,3,2,4,4,4,3,4,2,2,4,4,2,3,4,1,3,4,2,4,2,2,3,4,4,1,4,3,3,3,4,設計成不直接的問題比較準,4
2017/12/29 下午 4:56:43,我本人,處女座,2,3,1,2,5,3,4,2,3,5,2,4,3,3,3,3,5,5,4,4,4,4,5,5,3,4,4,3,5,4,,4
2017/12/29 下午 4:57:03,我本人,水瓶座,2,4,3,3,3,2,3,3,4,3,3,4,3,4,1,3,2,1,4,4,4,4,5,4,1,3,4,4,3,5,,1
2017/12/29 下午 4:57:19,我本人,處女座,3,3,4,3,3,2,3,2,4,4,4,3,3,3,2,2,4,2,3,4,3,4,5,5,5,4,4,3,4,3,,4
2017/12/29 下午 4:57:27,我本人,水瓶座,4,2,3,4,5,3,5,4,5,5,2,5,1,5,2,3,5,1,5,3,5,5,5,4,1,4,5,1,4,5,無,5
2017/12/29 下午 4:57:33,我本人,牡羊座,3,3,3,3,3,3,1,3,4,4,5,3,2,4,3,2,4,1,5,3,3,4,5,5,5,3,4,5,2,3,,3
2017/12/29 下午 4:57:51,我本人,處女座,1,5,2,4,2,3,2,1,3,4,4,4,4,2,5,5,4,5,4,4,3,4,2,4,5,3,1,5,5,2,,4
2017/12/29 下午 4:58:00,我本人,金牛座,4,2,4,5,4,4,5,4,3,4,4,3,3,2,3,2,4,3,4,3,3,4,4,4,3,4,4,4,2,4,,4
2017/12/29 下午 4:58:12,我本人,雙子座,1,3,5,2,1,1,1,3,3,1,2,4,1,2,3,2,1,3,2,3,1,3,5,2,4,3,2,5,1,4,,1
2017/12/29 下午 4:58:21,我本人,牡羊座,2,4,4,3,4,3,3,4,4,4,4,4,2,2,4,2,2,4,4,5,4,5,5,4,4,4,4,4,2,4,,2
2017/12/29 下午 4:58:51,我本人,水瓶座,3,2,2,2,4,3,3,5,5,4,5,2,3,1,3,2,3,2,4,3,3,4,4,5,5,4,5,2,4,3,,3
2017/12/29 下午 4:59:07,我本人,水瓶座,5,2,3,3,3,3,3,3,3,4,3,3,3,3,3,1,2,2,4,3,3,3,5,5,3,3,3,3,3,3,沒,3
2017/12/29 下午 4:59:46,我本人,水瓶座,2,3,4,4,3,4,3,2,4,3,4,4,4,4,3,2,4,4,5,4,5,4,4,4,4,4,3,4,3,5,,2
2017/12/29 下午 5:00:24,我本人,水瓶座,3,3,4,4,5,3,5,4,3,5,1,3,4,4,1,2,2,1,3,4,4,5,5,5,2,3,5,3,3,4,,3
2017/12/29 下午 5:00:26,我本人,雙魚座,3,3,4,4,4,4,4,2,3,3,4,3,3,4,3,3,3,4,3,5,3,3,3,3,3,4,3,4,3,3,,2
2017/12/29 下午 5:00:31,我本人,射手座,4,4,2,2,4,2,4,4,4,4,3,3,3,2,2,2,4,3,4,3,3,4,5,4,3,3,4,3,4,3,,3
2017/12/29 下午 5:00:32,他人,巨蟹座,3,3,4,5,2,4,2,3,3,2,4,2,2,5,4,3,1,1,3,3,2,2,3,3,4,4,2,4,3,4,,2
2017/12/29 下午 5:01:06,我本人,牡羊座,3,3,2,2,4,4,4,4,3,4,2,4,3,2,2,2,4,3,4,3,4,4,4,4,2,4,4,2,4,4,,4
2017/12/29 下午 5:01:09,我本人,射手座,4,4,2,2,4,2,4,4,4,4,3,3,3,2,2,2,4,3,4,3,3,4,5,4,3,3,4,3,4,3,,3
2017/12/29 下午 5:01:16,我本人,處女座,3,4,3,2,4,3,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,4,4,2,4,4,4,4,4,,2
2017/12/29 下午 5:01:39,我本人,水瓶座,4,3,3,5,5,3,1,1,3,4,3,4,4,5,4,4,4,2,1,5,4,3,5,5,4,3,3,3,2,3,,4
2017/12/29 下午 5:01:43,我本人,天秤座,3,3,3,3,4,4,3,3,4,5,5,3,2,2,1,1,4,2,3,3,3,5,5,4,3,4,4,4,3,3,,5
2017/12/29 下午 5:02:04,我本人,獅子座,3,2,3,2,4,2,4,4,3,4,2,3,3,2,2,2,4,2,4,4,4,5,4,3,2,3,4,2,4,4,,4
2017/12/29 下午 5:02:46,我本人,雙子座,3,4,4,2,4,4,2,4,4,4,4,2,1,3,5,4,3,2,4,4,4,4,4,5,4,5,3,3,4,4,,4
2017/12/29 下午 5:03:27,我本人,天秤座,2,3,3,2,3,2,4,4,3,4,5,4,2,3,4,4,5,4,4,4,2,2,3,3,4,3,2,2,4,4,,2
2017/12/29 下午 5:04:05,我本人,雙魚座,3,1,3,3,1,4,1,4,5,4,5,1,5,5,3,2,1,2,2,3,1,3,4,3,4,5,4,3,4,4,,3
2017/12/29 下午 5:04:09,我本人,巨蟹座,4,3,1,1,5,2,5,1,1,5,4,2,4,2,2,3,4,4,5,3,5,3,3,5,3,3,5,2,5,3,,3
2017/12/29 下午 5:04:20,我本人,巨蟹座,3,3,3,2,4,2,3,3,3,3,5,2,4,5,2,2,3,3,3,3,3,4,3,4,4,3,3,3,3,3,,2
2017/12/29 下午 5:05:11,我本人,牡羊座,2,4,4,4,3,1,2,3,3,2,4,4,5,5,2,1,2,1,4,4,2,3,5,5,3,4,3,4,2,3,,3
2017/12/29 下午 5:06:41,我本人,處女座,2,2,4,4,2,3,3,3,3,4,5,2,3,3,1,2,3,4,3,5,3,4,5,5,4,3,4,4,3,2,,4
2017/12/29 下午 5:07:24,我本人,天蠍座,2,4,4,2,5,3,2,2,2,4,4,3,2,4,2,4,4,5,3,5,4,4,4,4,5,4,3,4,3,4,,2
2017/12/29 下午 5:07:40,我本人,摩羯座,4,3,3,5,4,4,3,4,4,3,4,2,4,4,4,2,3,2,4,5,3,4,5,4,4,5,4,3,2,4,,4
2017/12/29 下午 5:07:42,我本人,摩羯座,2,4,2,5,3,3,5,5,2,4,4,2,4,1,4,5,5,2,5,5,5,3,2,2,1,2,3,3,5,4,,1
2017/12/29 下午 5:07:54,我本人,處女座,3,2,2,3,4,4,4,4,2,3,2,3,4,3,2,4,4,3,4,5,3,4,4,5,2,4,3,2,3,4,,2
2017/12/29 下午 5:08:14,他人,摩羯座,2,3,3,2,3,4,4,2,3,4,2,4,2,2,3,4,4,2,4,4,4,3,5,3,3,4,3,2,3,3,,4
2017/12/29 下午 5:08:30,我本人,牡羊座,1,5,4,3,3,1,5,5,5,3,1,5,2,1,1,1,1,3,5,3,3,4,5,5,1,1,4,4,3,3,,1
2017/12/29 下午 5:08:32,我本人,水瓶座,3,3,4,2,3,1,3,4,5,4,2,4,2,2,3,3,3,1,4,4,4,4,4,4,2,3,2,3,5,5,,3
2017/12/29 下午 5:08:35,我本人,處女座,2,3,4,3,1,2,5,2,4,3,5,4,1,4,3,4,2,4,4,1,3,4,4,4,4,3,2,4,4,5,,3
2017/12/29 下午 5:08:55,我本人,射手座,2,5,3,2,3,2,4,5,5,4,3,4,4,2,1,2,5,1,4,4,3,4,5,4,2,3,4,3,4,4,,4
2017/12/29 下午 5:09:15,我本人,天蠍座,4,2,5,3,5,3,2,5,5,3,3,4,3,2,3,4,4,5,3,3,3,3,4,5,5,4,5,3,5,4,,4
2017/12/29 下午 5:09:19,我本人,巨蟹座,3,3,4,3,4,2,4,4,2,3,4,2,3,4,3,3,4,5,4,3,1,3,5,5,5,3,4,5,4,4,,4
2017/12/29 下午 5:09:21,我本人,牡羊座,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,1,3,1,5,3,5,5,5,5,3,3,3,3,4,4,,3
2017/12/29 下午 5:09:41,我本人,天秤座,5,1,2,2,3,3,5,5,2,5,4,4,2,2,2,3,2,3,5,1,3,3,4,2,2,3,3,1,3,3,,3
2017/12/29 下午 5:09:55,我本人,水瓶座,4,2,1,3,5,3,2,5,5,4,5,4,4,3,2,3,4,3,3,3,4,4,4,5,4,4,5,3,4,5,,3
2017/12/29 下午 5:10:53,我本人,牡羊座,4,3,5,3,3,3,4,4,4,1,5,1,5,5,2,1,1,1,3,3,3,4,5,5,1,4,4,5,1,5,,3
2017/12/29 下午 5:11:18,我本人,雙魚座,2,4,4,3,5,3,2,2,3,2,5,3,5,4,4,4,3,5,3,4,3,4,3,3,5,5,4,5,3,4,,3
2017/12/29 下午 5:11:30,我本人,天蠍座,3,2,3,4,5,3,4,3,2,4,3,2,4,4,2,2,2,4,3,4,3,4,5,5,4,4,4,3,3,2,,2
2017/12/29 下午 5:11:44,我本人,處女座,4,2,2,3,4,3,1,2,4,3,4,3,5,3,4,1,5,4,2,5,3,4,4,4,4,3,4,4,4,2,,3
2017/12/29 下午 5:12:04,我本人,雙子座,5,2,5,3,3,3,2,5,4,3,4,2,3,3,2,2,2,2,3,4,3,3,5,4,3,4,5,3,1,5,,2
2017/12/29 下午 5:12:30,我本人,巨蟹座,3,4,1,2,3,4,4,5,5,3,4,4,3,2,2,1,1,5,4,2,4,3,3,4,4,5,4,5,5,3,,2
2017/12/29 下午 5:12:38,我本人,天秤座,4,2,2,3,3,4,4,3,3,3,4,4,2,2,2,3,3,3,2,2,4,3,4,3,3,4,3,2,3,2,,3
2017/12/29 下午 5:13:01,我本人,摩羯座,3,1,3,3,2,2,5,3,2,3,3,3,2,2,2,4,2,3,4,4,3,3,3,4,4,4,4,2,3,2,,3
2017/12/29 下午 5:13:07,我本人,金牛座,4,3,3,4,3,3,2,4,3,3,4,3,4,3,3,3,2,3,3,3,3,3,3,3,4,3,4,3,2,2,,3
2017/12/29 下午 5:13:16,我本人,天秤座,4,3,3,3,4,3,4,3,2,3,5,3,3,3,3,3,4,3,3,4,3,3,4,3,3,5,4,3,3,2,,3
2017/12/29 下午 5:13:17,我本人,牡羊座,2,3,3,4,3,2,3,5,4,4,4,3,3,2,2,1,4,2,3,4,2,4,5,4,2,5,3,4,2,3,無,3
2017/12/29 下午 5:13:31,我本人,摩羯座,3,3,4,4,4,4,2,2,5,2,5,3,4,3,3,3,5,4,3,5,2,5,5,5,4,4,5,4,4,4,魔羯座的魔不要打錯！拜託了,3
2017/12/29 下午 5:14:26,我本人,巨蟹座,2,4,5,3,4,3,3,5,5,3,5,2,3,2,4,3,4,3,4,5,3,3,4,5,4,5,5,5,4,5,,3
2017/12/29 下午 5:14:54,我本人,獅子座,3,4,2,2,4,3,3,2,4,3,5,4,5,3,3,4,4,5,4,4,3,3,5,4,4,5,5,3,3,3,,4
2017/12/29 下午 5:15:06,我本人,牡羊座,4,3,2,2,5,2,3,1,3,3,4,2,3,4,3,3,2,3,3,4,3,4,4,4,4,4,4,5,3,4,,2
2017/12/29 下午 5:15:10,我本人,巨蟹座,3,3,4,3,5,3,4,1,1,3,5,3,3,5,1,1,4,3,1,5,4,3,5,5,3,5,5,5,2,4,,3
2017/12/29 下午 5:15:15,我本人,巨蟹座,3,3,4,3,5,3,4,1,1,3,5,3,3,5,1,1,4,3,1,5,4,3,5,5,3,5,5,5,2,4,,3
2017/12/29 下午 5:15:50,我本人,水瓶座,4,2,3,2,3,3,4,4,4,3,4,3,3,3,4,3,2,2,2,2,3,3,4,3,2,3,4,2,3,4,,3
2017/12/29 下午 5:16:05,他人,水瓶座,5,3,4,4,2,3,4,5,5,4,2,3,3,1,1,1,3,2,5,2,5,5,5,4,2,3,4,4,5,5,,4
2017/12/29 下午 5:16:06,我本人,摩羯座,2,1,4,3,3,3,4,2,2,3,3,3,2,3,2,2,4,4,3,4,2,3,4,2,4,4,3,4,3,3,,3
2017/12/29 下午 5:16:20,我本人,金牛座,4,3,4,4,3,4,3,4,2,4,4,2,3,4,2,2,2,1,4,2,2,3,5,5,4,5,2,2,2,2,,2
2017/12/29 下午 5:16:24,我本人,雙魚座,3,3,4,4,5,3,4,3,3,3,5,3,4,5,3,4,4,4,4,5,4,4,4,4,5,4,4,4,3,3,,4
2017/12/29 下午 5:16:31,我本人,獅子座,3,4,3,4,2,3,3,4,4,3,3,4,4,3,1,2,3,2,2,5,3,4,5,4,3,3,3,3,2,2,,3
2017/12/29 下午 5:17:28,我本人,獅子座,3,3,2,2,3,3,4,2,2,4,4,4,4,4,2,2,4,2,4,4,3,4,5,5,2,4,4,4,2,4,,4
2017/12/29 下午 5:17:49,我本人,牡羊座,3,4,3,5,2,2,4,3,4,4,2,3,2,3,2,1,3,2,2,4,3,4,5,4,3,3,3,4,3,2,無,3
2017/12/29 下午 5:17:55,我本人,摩羯座,3,2,3,3,4,4,3,2,3,4,4,2,4,3,2,2,3,3,3,3,2,4,4,4,3,3,4,4,2,3,無,2
2017/12/29 下午 5:18:43,我本人,射手座,3,2,3,1,1,3,5,5,5,5,3,4,3,1,1,1,1,1,5,3,4,5,5,5,1,4,4,1,3,4,無,3
2017/12/29 下午 5:18:48,我本人,巨蟹座,4,3,4,4,3,2,3,1,4,2,5,3,5,4,5,3,1,5,4,5,3,4,5,5,1,5,5,5,5,5,,3
2017/12/29 下午 5:20:15,我本人,巨蟹座,3,2,2,3,4,4,2,3,3,3,4,2,4,4,3,3,3,3,4,3,3,3,4,4,4,5,4,3,3,3,,4
2017/12/29 下午 5:21:21,我本人,射手座,5,3,2,1,5,4,3,2,1,3,3,4,3,5,1,1,3,1,3,4,1,5,3,5,5,5,5,3,1,3,,3
2017/12/29 下午 5:21:30,我本人,牡羊座,3,2,5,3,2,3,3,5,5,5,3,4,1,2,2,1,2,3,4,4,4,4,5,4,2,4,4,3,4,4,希望到時候能公佈結果,2
2017/12/29 下午 5:21:52,我本人,獅子座,2,4,4,2,4,3,3,3,3,3,4,3,3,2,1,2,3,1,3,4,3,3,5,5,3,3,5,5,3,2,,3
2017/12/29 下午 5:21:53,我本人,巨蟹座,3,3,4,2,4,2,2,2,3,3,4,2,4,3,3,2,2,4,3,4,3,4,4,4,3,3,4,3,3,4,,4
2017/12/29 下午 5:22:52,我本人,金牛座,3,2,3,2,4,3,3,2,3,2,1,3,2,3,4,3,2,3,4,1,3,3,3,4,5,4,4,3,5,5,,2
2017/12/29 下午 5:22:54,我本人,獅子座,3,3,5,4,1,3,3,5,4,2,4,4,4,1,3,1,1,1,2,5,5,4,5,5,4,3,4,3,3,4,,5
2017/12/29 下午 5:22:59,我本人,雙子座,4,4,2,2,5,4,4,2,3,3,5,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,,4
2017/12/29 下午 5:23:12,我本人,射手座,4,3,4,3,2,2,2,3,4,5,5,1,5,3,3,1,5,2,3,4,3,5,4,5,5,5,5,3,4,3,,3
2017/12/29 下午 5:23:14,我本人,天秤座,2,2,1,3,3,1,3,3,4,4,3,4,4,3,3,4,4,4,4,4,2,4,4,4,2,2,3,3,3,2,,3
2017/12/29 下午 5:23:17,他人,天蠍座,3,5,3,4,4,2,5,2,2,4,2,4,3,3,3,4,4,4,3,4,4,3,4,3,2,3,3,2,4,3,,3
2017/12/29 下午 5:23:40,我本人,水瓶座,3,3,4,3,4,2,2,2,5,4,4,3,2,4,3,2,1,4,4,2,3,4,5,5,5,5,4,5,2,4,,4
2017/12/29 下午 5:23:51,我本人,處女座,4,4,2,2,3,3,3,2,3,5,2,3,3,4,3,2,5,4,4,4,2,4,5,5,2,4,4,4,3,4,謝謝你做問卷，辛苦了~~,3
2017/12/29 下午 5:23:54,我本人,巨蟹座,3,2,2,4,5,3,3,5,5,4,5,3,3,4,3,1,3,1,2,3,2,4,5,4,5,4,5,4,4,4,,3
2017/12/29 下午 5:23:55,我本人,處女座,3,4,4,4,4,3,3,2,5,4,4,4,3,2,2,2,4,3,4,4,5,4,4,4,5,3,4,4,3,4,,3
2017/12/29 下午 5:24:14,我本人,雙魚座,3,2,4,2,4,2,3,2,4,4,5,2,4,5,2,1,2,2,2,3,4,3,4,5,4,4,4,5,2,4,,3
2017/12/29 下午 5:24:32,我本人,摩羯座,2,2,3,5,4,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,2,3,5,3,3,4,4,4,3,3,,2
2017/12/29 下午 5:24:38,我本人,水瓶座,2,3,4,3,3,1,3,4,3,3,5,4,2,4,3,3,2,3,5,3,4,3,5,4,3,3,3,3,3,3,,3
2017/12/29 下午 5:24:39,我本人,牡羊座,2,4,4,3,3,4,2,3,4,3,4,3,3,3,3,2,3,2,2,4,3,4,4,3,3,3,3,4,3,3,,3
2017/12/29 下午 5:24:42,我本人,天秤座,4,2,3,3,4,3,4,3,4,5,5,2,4,4,2,2,2,2,4,4,3,3,4,5,2,4,4,3,2,3,,2
2017/12/29 下午 5:25:10,我本人,天秤座,3,3,2,2,4,1,5,4,3,4,3,2,1,3,3,1,4,2,5,2,4,4,4,5,2,2,3,3,3,3,,3
2017/12/29 下午 5:25:22,我本人,巨蟹座,4,3,4,4,5,4,3,5,4,4,4,3,3,5,3,3,3,3,4,3,3,3,4,5,4,5,4,3,3,4,,3
2017/12/29 下午 5:25:33,我本人,水瓶座,4,2,4,5,4,2,4,4,3,2,4,3,4,4,2,2,2,2,4,4,2,3,4,3,2,3,3,3,4,4,自己的星座應該排在最後再問，不然感覺會下意識選符合自己星座的選項,2
2017/12/29 下午 5:25:56,我本人,天蠍座,4,1,5,2,5,3,2,5,5,3,5,1,3,4,3,1,4,2,4,5,4,4,5,5,5,4,5,3,2,3,,4
2017/12/29 下午 5:26:03,我本人,巨蟹座,4,2,4,2,3,3,4,4,4,4,3,1,4,3,2,1,3,2,2,3,2,4,4,3,5,4,4,3,3,1,,3
2017/12/29 下午 5:26:22,我本人,摩羯座,4,2,3,4,3,3,4,3,2,4,4,3,2,2,3,2,4,4,3,3,3,3,4,5,5,4,4,3,2,3,,3
2017/12/29 下午 5:26:38,我本人,巨蟹座,5,1,4,4,3,5,4,2,2,4,5,1,5,3,3,3,3,3,4,4,3,3,4,5,4,4,4,4,2,3,,4
2017/12/29 下午 5:26:39,我本人,雙魚座,3,4,3,3,2,2,2,2,3,2,4,3,4,4,3,2,2,2,4,4,3,4,5,5,5,3,3,5,2,2,,3
2017/12/29 下午 5:26:57,我本人,獅子座,2,2,5,4,4,4,3,4,4,2,5,4,4,4,4,2,4,2,3,5,4,4,4,5,1,4,3,3,3,5,,2
2017/12/29 下午 5:27:21,我本人,天蠍座,4,4,1,1,5,5,5,2,4,4,2,1,2,1,4,2,2,3,5,2,4,4,4,5,1,5,4,4,1,4,不錯呦～加油~蠍子不是心機是想很多，心機是會害人的,2
2017/12/29 下午 5:27:29,我本人,摩羯座,4,2,3,4,3,3,4,3,2,4,4,3,2,2,3,2,4,4,3,3,3,3,4,5,5,4,4,3,2,3,,3
2017/12/29 下午 5:27:44,我本人,巨蟹座,5,3,3,3,3,3,3,4,4,3,5,3,3,3,3,2,1,3,3,3,3,4,5,3,5,4,4,4,3,3,,1
2017/12/29 下午 5:28:13,他人,處女座,5,1,2,5,5,3,5,3,3,5,5,3,3,1,1,1,5,1,5,5,3,5,4,4,2,5,2,4,5,3,,4
2017/12/29 下午 5:28:49,我本人,雙魚座,3,2,4,3,4,3,4,2,3,3,5,2,4,4,2,2,2,3,4,3,2,4,4,4,1,4,3,4,3,3,,2
2017/12/29 下午 5:28:52,我本人,金牛座,4,4,4,5,4,5,3,2,4,4,4,3,5,4,3,4,4,5,3,4,2,3,3,5,4,5,3,4,3,4,,3
2017/12/29 下午 5:29:11,我本人,獅子座,3,3,4,5,4,2,3,3,3,4,4,3,2,2,4,3,4,4,4,4,4,4,5,4,2,3,4,3,4,4,,4
2017/12/29 下午 5:29:15,他人,天蠍座,5,4,1,3,4,3,4,2,2,5,3,5,5,2,2,4,5,5,4,5,5,5,4,5,2,3,4,4,5,4,,4
2017/12/29 下午 5:29:22,我本人,水瓶座,4,2,4,3,3,3,4,4,4,4,4,3,2,3,4,3,4,3,4,3,3,4,5,4,3,3,4,3,3,4,,5
2017/12/29 下午 5:29:53,我本人,金牛座,3,2,3,4,4,5,2,2,4,3,4,2,3,4,4,2,3,1,3,4,3,4,5,5,5,5,3,5,3,3,,3
2017/12/29 下午 5:30:11,我本人,巨蟹座,4,2,3,4,4,4,3,2,2,3,3,3,4,4,3,2,4,3,3,4,3,4,5,5,4,4,4,5,2,3,,3
2017/12/29 下午 5:30:18,我本人,摩羯座,2,4,4,5,1,2,2,5,4,1,5,5,5,5,5,2,1,2,4,4,2,3,2,5,5,5,1,5,4,4,,1
2017/12/29 下午 5:30:30,我本人,天蠍座,3,3,3,3,4,3,2,3,3,4,4,4,3,3,4,2,4,3,3,4,3,3,4,4,3,3,3,3,3,3,,3
2017/12/29 下午 5:30:45,我本人,雙魚座,5,1,5,3,5,3,3,4,4,3,3,2,4,3,1,2,4,2,4,4,3,4,5,5,5,5,5,3,3,3,,4
2017/12/29 下午 5:30:45,我本人,雙魚座,5,1,5,3,5,3,3,4,4,3,3,2,4,3,1,2,4,2,4,4,3,4,5,5,5,5,5,3,3,3,,4
2017/12/29 下午 5:30:58,我本人,金牛座,2,4,3,3,4,3,4,3,5,4,3,3,2,3,3,2,4,4,4,4,3,3,5,3,2,2,3,4,4,3,,2
2017/12/29 下午 5:30:59,我本人,雙魚座,2,3,3,4,2,3,2,4,4,4,5,4,4,3,2,1,2,2,3,2,2,4,5,5,4,3,4,3,4,2,,2
2017/12/29 下午 5:31:50,我本人,天蠍座,2,3,3,4,4,2,2,1,4,2,1,4,1,1,3,3,4,1,5,1,4,4,4,2,4,3,2,4,2,4,,4
2017/12/29 下午 5:32:02,我本人,摩羯座,4,1,1,4,1,3,5,5,4,3,4,1,3,3,2,1,4,2,5,5,3,3,3,5,5,5,4,1,4,4,,3
2017/12/29 下午 5:32:03,我本人,牡羊座,3,4,1,3,4,2,3,2,3,2,5,3,3,5,3,1,4,5,2,4,2,4,5,5,5,4,5,4,2,2,題目可以再詳細一點,3
2017/12/29 下午 5:32:32,我本人,牡羊座,2,4,4,3,2,4,3,2,3,3,5,4,3,2,4,4,3,2,4,4,1,3,5,4,5,4,3,5,1,1,,3
2017/12/29 下午 5:33:14,我本人,牡羊座,3,4,4,5,5,2,3,5,5,4,3,4,3,3,2,1,3,2,4,3,4,4,4,5,4,3,4,4,4,4,,3
2017/12/29 下午 5:33:15,我本人,雙魚座,3,2,5,1,3,1,3,5,5,5,5,1,5,5,1,1,5,5,5,3,5,3,5,1,3,1,2,5,3,5,很棒!!!,5
2017/12/29 下午 5:33:25,我本人,雙子座,4,3,5,3,4,3,3,5,5,4,5,2,1,2,3,2,4,2,3,4,3,3,4,5,2,4,4,4,3,4,,3
2017/12/29 下午 5:33:33,我本人,獅子座,4,3,2,3,2,3,3,1,2,3,3,3,3,2,2,2,2,1,3,3,2,4,4,4,4,2,3,4,2,2,,4
2017/12/29 下午 5:33:35,我本人,雙子座,2,4,4,2,4,3,3,2,3,3,4,3,4,4,4,4,2,4,5,3,3,3,4,4,4,4,3,4,4,4,No,2
2017/12/29 下午 5:33:52,我本人,射手座,2,4,5,4,1,3,1,3,4,5,4,3,4,3,3,1,1,1,3,4,3,5,3,5,4,3,4,4,1,5,,1
2017/12/29 下午 5:34:05,我本人,處女座,5,3,2,3,5,3,5,2,3,4,4,3,3,3,3,2,5,4,4,4,3,5,4,4,1,5,4,3,3,4,,4
2017/12/29 下午 5:34:11,他人,牡羊座,2,4,3,5,4,1,4,3,4,2,2,3,2,4,4,4,3,5,4,4,4,4,4,5,4,4,2,4,4,5,,2
2017/12/29 下午 5:34:13,我本人,金牛座,4,4,3,2,3,2,5,3,4,4,2,2,3,3,3,1,5,5,5,3,4,3,5,4,4,2,3,3,4,5,,5
2017/12/29 下午 5:34:18,我本人,天蠍座,2,4,3,3,3,4,3,3,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,3,3,4,3,3,4,3,,3
2017/12/29 下午 5:34:41,我本人,巨蟹座,4,2,3,4,4,4,3,2,2,3,3,3,4,4,3,2,4,3,3,4,3,4,5,5,4,4,4,5,2,3,,3
2017/12/29 下午 5:34:45,我本人,射手座,1,1,2,4,3,1,3,5,4,3,2,3,2,3,1,2,2,1,4,5,3,4,5,5,5,1,1,5,2,5,,4
2017/12/29 下午 5:35:12,他人,獅子座,5,4,5,1,1,1,5,5,5,5,3,5,1,1,1,1,3,1,3,1,5,3,5,3,3,3,3,3,4,4,,3
2017/12/29 下午 5:35:17,我本人,巨蟹座,3,2,4,3,4,4,3,4,4,4,3,3,4,3,2,2,3,2,3,3,4,3,4,4,5,4,4,3,3,4,,3
2017/12/29 下午 5:35:19,我本人,雙子座,2,4,5,5,4,3,1,1,4,3,5,3,3,2,3,3,5,1,3,5,3,4,5,4,5,3,4,5,3,3,,3
2017/12/29 下午 5:35:47,我本人,天秤座,3,4,4,3,3,2,2,5,5,5,5,4,5,5,3,2,3,1,4,5,5,5,5,4,5,3,4,4,5,3,,2
2017/12/29 下午 5:35:49,我本人,天秤座,3,2,3,2,4,2,3,4,4,4,5,3,3,4,3,3,2,1,4,2,2,4,5,4,3,3,4,4,4,3,,4
2017/12/29 下午 5:35:51,我本人,牡羊座,4,3,2,4,2,2,3,5,4,5,1,4,5,3,2,2,3,2,3,4,4,5,2,5,4,4,3,5,5,5,沒有,3
2017/12/29 下午 5:35:52,我本人,天秤座,2,3,3,2,2,2,3,1,4,4,4,3,3,4,4,5,3,3,4,4,3,3,4,4,4,3,4,4,2,4,,2
2017/12/29 下午 5:35:58,我本人,射手座,1,1,2,4,3,1,3,5,4,3,2,3,2,3,1,2,2,1,4,5,3,4,5,5,5,1,1,5,2,5,,4
2017/12/29 下午 5:36:07,我本人,金牛座,4,2,1,3,5,1,4,1,1,4,1,3,2,1,3,3,3,4,4,2,3,3,3,4,4,5,4,2,4,4,,3
2017/12/29 下午 5:36:11,我本人,雙魚座,4,3,2,2,4,3,4,3,3,3,3,3,4,2,2,3,3,3,3,3,3,4,3,4,4,3,4,3,4,3,,3
2017/12/29 下午 5:37:17,他人,雙子座,5,4,3,4,3,2,4,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,,4
2017/12/29 下午 5:37:20,我本人,金牛座,5,4,2,1,5,3,3,5,4,5,1,3,3,2,1,1,5,4,4,4,4,5,5,5,3,5,3,4,4,4,,4
2017/12/29 下午 5:37:52,我本人,巨蟹座,3,3,5,1,4,3,4,2,3,4,4,2,5,5,3,2,4,3,4,3,3,4,3,5,2,3,5,4,2,5,,3
2017/12/29 下午 5:38:05,我本人,水瓶座,5,1,4,3,3,3,2,2,5,4,2,3,3,2,2,1,5,2,4,2,4,5,4,4,4,3,4,4,3,2,沒有,4
2017/12/29 下午 5:38:22,我本人,摩羯座,2,4,5,4,4,5,3,3,5,4,5,5,3,1,2,2,2,5,3,5,4,5,4,5,2,4,5,3,3,3,,3
2017/12/29 下午 5:38:37,我本人,雙子座,3,2,4,4,3,2,3,5,5,4,4,3,4,2,3,2,4,2,5,2,3,5,4,5,3,4,3,4,4,4,,3
2017/12/29 下午 5:38:38,我本人,牡羊座,2,3,4,4,3,3,3,4,4,4,3,4,3,2,4,2,3,4,3,5,4,4,4,4,2,4,3,5,4,5,,3
